"Name","AlbumId","Milliseconds","Bytes"
A Sua,191,142132,4622064
Papeau Nuky Doe,191,121652,3995022
Merry Christmas,191,126040,4166652
Bodies,191,180035,5873778
Puteiro Em João Pessoa,191,195578,6395490
Esporrei Na Manivela,191,293276,9618499
Bê-a-Bá,191,249051,8130636
Cajueiro,191,158589,5164837
Palhas Do Coqueiro,191,133851,4396466
Maluco Beleza,192,203206,6628067
O Dia Em Que A Terra Parou,192,261720,8586678
No Fundo Do Quintal Da Escola,192,177606,5836953
O Segredo Do Universo,192,192679,6315187
As Profecias,192,232515,7657732
Mata Virgem,192,142602,4690029
Sapato 36,192,196702,6507301
Todo Mundo Explica,192,134896,4449772
Que Luz É Essa,192,165067,5620058
Diamante De Mendigo,192,206053,6775101
Negócio É,192,175464,5826775
"Muita Estrela, Pouca Constelação",192,268068,8781021
Século XXI,192,244897,8040563
Rock Das Aranhas (Ao Vivo) (Live),192,231836,7591945
The Power Of Equality,193,243591,8148266
If You Have To Ask,193,216790,7199175
Breaking The Girl,193,295497,9805526
Funky Monks,193,323395,10708168
Suck My Kiss,193,217234,7129137
I Could Have Lied,193,244506,8088244
Mellowship Slinky In B Major,193,240091,7971384
The Righteous & The Wicked,193,248084,8134096
Give It Away,193,283010,9308997
Blood Sugar Sex Magik,193,271229,8940573
Under The Bridge,193,264359,8682716
Naked In The Rain,193,265717,8724674
Apache Rose Peacock,193,282226,9312588
The Greeting Song,193,193593,6346507
My Lovely Man,193,279118,9220114
Sir Psycho Sexy,193,496692,16354362
They're Red Hot,193,71941,2382220
By The Way,194,218017,7197430
Universally Speaking,194,259213,8501904
This Is The Place,194,257906,8469765
Dosed,194,312058,10235611
Don't Forget Me,194,277995,9107071
The Zephyr Song,194,232960,7690312
Can't Stop,194,269400,8872479
I Could Die For You,194,193906,6333311
Midnight,194,295810,9702450
Throw Away Your Television,194,224574,7483526
Cabron,194,218592,7458864
Tear,194,317413,10395500
On Mercury,194,208509,6834762
Minor Thing,194,217835,7148115
Warm Tape,194,256653,8358200
Venice Queen,194,369110,12280381
Around The World,195,238837,7859167
Parallel Universe,195,270654,8958519
Scar Tissue,195,217469,7153744
Otherside,195,255973,8357989
Get On Top,195,198164,6587883
Californication,195,321671,10568999
Easily,195,231418,7504534
Porcelain,195,163787,5278793
Emit Remmus,195,240300,7901717
I Like Dirt,195,157727,5225917
This Velvet Glove,195,225280,7480537
Savior,195,292493,9551885
Purple Stain,195,253440,8359971
Right On Time,195,112613,3722219
Road Trippin',195,205635,6685831
The Spirit Of Radio,196,299154,9862012
The Trees,196,285126,9345473
Something For Nothing,196,240770,7898395
Freewill,196,324362,10694110
Xanadu,196,667428,21753168
Bastille Day,196,280528,9264769
By-Tor And The Snow Dog,196,519888,17076397
Anthem,196,264515,8693343
Closer To The Heart,196,175412,5767005
"2112 Overture",196,272718,8898066
The Temples Of Syrinx,196,133459,4360163
La Villa Strangiato,196,577488,19137855
Fly By Night,196,202318,6683061
Finding My Way,196,305528,9985701
Jingo,197,592953,19736495
El Corazon Manda,197,713534,23519583
La Puesta Del Sol,197,628062,20614621
Persuasion,197,318432,10354751
As The Years Go by,197,233064,7566829
Soul Sacrifice,197,296437,9801120
Fried Neckbones And Home Fries,197,638563,20939646
Santana Jam,197,882834,29207100
Evil Ways,198,475402,15289235
We've Got To Get Together/Jingo,198,1070027,34618222
Rock Me,198,94720,3037596
Just Ain't Good Enough,198,850259,27489067
Funky Piano,198,934791,30200730
The Way You Do To Mer,198,618344,20028702
Holding Back The Years,141,270053,8833220
Money's Too Tight To Mention,141,268408,8861921
The Right Thing,141,262687,8624063
It's Only Love,141,232594,7659017
A New Flame,141,237662,7822875
You've Got It,141,235232,7712845
If You Don't Know Me By Now,141,206524,6712634
Stars,141,248137,8194906
Something Got Me Started,141,239595,7997139
Thrill Me,141,303934,10034711
Your Mirror,141,240666,7893821
For Your Babies,141,256992,8408803
So Beautiful,141,298083,9837832
Angel,141,240561,7880256
Fairground,141,263888,8793094
Água E Fogo,199,278987,9272272
Três Lados,199,233665,7699609
Ela Desapareceu,199,250122,8289200
Balada Do Amor Inabalável,199,240613,8025816
Canção Noturna,199,238628,7874774
Muçulmano,199,249600,8270613
Maquinarama,199,245629,8213710
Rebelião,199,298527,9817847
A Última Guerra,199,314723,10480391
Fica,199,272169,8980972
Ali,199,306390,10110351
Preto Damião,199,264568,8697658
É Uma Partida De Futebol,200,1071,38747
Eu Disse A Ela,200,254223,8479463
Zé Trindade,200,247954,8331310
Garota Nacional,200,317492,10511239
Tão Seu,200,243748,8133126
Sem Terra,200,279353,9196411
Os Exilados,200,245551,8222095
Um Dia Qualquer,200,292414,9805570
Los Pretos,200,239229,8025667
Sul Da América,200,254928,8484871
Poconé,200,318406,10771610
Lucky 13,201,189387,6200617
Aeroplane Flies High,201,473391,15408329
Because You Are,201,226403,7405137
Slow Dawn,201,192339,6269057
Believe,201,192940,6320652
My Mistake,201,240901,7843477
Marquis In Spades,201,192731,6304789
Here's To The Atom Bomb,201,266893,8763140
Sparrow,201,176822,5696989
Waiting,201,228336,7627641
Saturnine,201,229877,7523502
Rock On,201,366471,12133825
Set The Ray To Jerry,201,249364,8215184
Winterlong,201,299389,9670616
Soot & Stars,201,399986,12866557
Blissed & Gone,201,286302,9305998
Siva,202,261172,8576622
Rhinocerous,202,353462,11526684
Drown,202,270497,8883496
Cherub Rock,202,299389,9786739
Today,202,202213,6596933
Disarm,202,198556,6508249
Landslide,202,190275,6187754
Bullet With Butterfly Wings,202,257306,8431747
"1979",202,263653,8728470
Zero,202,161123,5267176
"Tonight, Tonight",202,255686,8351543
Eye,202,294530,9784201
Ava Adore,202,261433,8590412
Perfect,202,203023,6734636
The Everlasting Gaze,202,242155,7844404
Stand Inside Your Love,202,253753,8270113
Real Love,202,250697,8025896
[Untitled],202,231784,7689713
Nothing To Say,203,238027,7744833
Flower,203,208822,6830732
Loud Love,203,297456,9660953
Hands All Over,203,362475,11893108
Get On The Snake,203,225123,7313744
Jesus Christ Pose,203,352966,11739886
Outshined,203,312476,10274629
Rusty Cage,203,267728,8779485
Spoonman,203,248476,8289906
The Day I Tried To Live,203,321175,10507137
Black Hole Sun,203,320365,10425229
Fell On Black Days,203,282331,9256082
Pretty Noose,203,253570,8317931
Burden In My Hand,203,292153,9659911
Blow Up The Outside World,203,347898,11379527
Ty Cobb,203,188786,6233136
Bleed Together,203,232202,7597074
Morning Dance,204,238759,8101979
Jubilee,204,275147,9151846
Rasul,204,238315,7854737
Song For Lorraine,204,240091,8101723
Starburst,204,291500,9768399
Heliopolis,204,338729,11365655
It Doesn't Matter,204,270027,9034177
Little Linda,204,264019,8958743
End Of Romanticism,204,320078,10553155
The House Is Rockin',205,144352,4706253
Crossfire,205,251219,8238033
Tightrope,205,281155,9254906
Let Me Love You Baby,205,164127,5378455
Leave My Girl Alone,205,256365,8438021
Travis Walk,205,140826,4650979
Wall Of Denial,205,336927,11085915
Scratch-N-Sniff,205,163422,5353627
Love Me Darlin',205,201586,6650869
Riviera Paradise,205,528692,17232776
Dead And Bloated,206,310386,10170433
Sex Type Thing,206,218723,7102064
Wicked Garden,206,245368,7989505
No Memory,206,80613,2660859
Sin,206,364800,12018823
Naked Sunday,206,229720,7444201
Creep,206,333191,10894988
Piece Of Pie,206,324623,10605231
Plush,206,314017,10229848
Wet My Bed,206,96914,3198627
Crackerman,206,194403,6317361
Where The River Goes,206,505991,16468904
Soldier Side - Intro,207,63764,2056079
B.Y.O.B.,207,255555,8407935
Revenga,207,228127,7503805
Cigaro,207,131787,4321705
Radio/Video,207,249312,8224917
This Cocaine Makes Me Feel Like I'm On This Song,207,128339,4185193
Violent Pornography,207,211435,6985960
Question!,207,200698,6616398
Sad Statue,207,205897,6733449
Old School Hollywood,207,176953,5830258
Lost in Hollywood,207,320783,10535158
The Sun Road,208,880640,29008407
Dark Corners,208,513541,16839223
Duende,208,447582,14956771
Black Light Syndrome,208,526471,17300835
Falling in Circles,208,549093,18263248
Book of Hours,208,583366,19464726
Chaos-Control,208,529841,17455568
Midnight From The Inside Out,209,286981,9442157
Sting Me,209,268094,8813561
Thick & Thin,209,222720,7284377
Greasy Grass River,209,218749,7157045
Sometimes Salvation,209,389146,12749424
Cursed Diamonds,209,368300,12047978
Miracle To Me,209,372636,12222116
Wiser Time,209,459990,15161907
Girl From A Pawnshop,209,404688,13250848
Cosmic Fiend,209,308401,10115556
Black Moon Creeping,210,359314,11740886
High Head Blues,210,371879,12227998
Title Song,210,505521,16501316
She Talks To Angels,210,361978,11837342
Twice As Hard,210,275565,9008067
Lickin',210,314409,10331216
Soul Singing,210,233639,7672489
Hard To Handle,210,206994,6786304
Remedy,210,337084,11049098
White Riot,211,118726,3922819
Remote Control,211,180297,5949647
Complete Control,211,192653,6272081
Clash City Rockers,211,227500,7555054
(White Man) In Hammersmith Palais,211,240640,7883532
Tommy Gun,211,195526,6399872
English Civil War,211,156708,5111226
I Fought The Law,211,159764,5245258
London Calling,211,199706,6569007
Train In Vain,211,189675,6329877
Bankrobber,211,272431,9067323
The Call Up,211,324336,10746937
Hitsville UK,211,261433,8606887
The Magnificent Seven,211,268486,8889821
This Is Radio Clash,211,249756,8366573
Know Your Rights,211,217678,7195726
Rock The Casbah,211,222145,7361500
Should I Stay Or Should I Go,211,187219,6188688
War (The Process),212,252630,8254842
The Saint,212,216215,7061584
Rise,212,219088,7106195
Take The Power,212,235755,7650012
Breathe,212,299781,9742361
Nico,212,289488,9412323
American Gothic,212,236878,7739840
Ashes And Ghosts,212,300591,9787692
Shape The Sky,212,209789,6885647
Speed Of Light,212,262817,8563352
True Believers,212,308009,9981359
My Bridges Burn,212,231862,7571370
She Sells Sanctuary,213,253727,8368634
Fire Woman,213,312790,10196995
Lil' Evil,213,165825,5419655
Spirit Walker,213,230060,7555897
The Witch,213,258768,8725403
Revolution,213,256026,8371254
Wild Hearted Son,213,266893,8670550
Love Removal Machine,213,257619,8412167
Rain,213,236669,7788461
Edie (Ciao Baby),213,241632,7846177
Heart Of Soul,213,274207,8967257
Love,213,326739,10729824
Wild Flower,213,215536,7084321
Go West,213,238158,7777749
Resurrection Joe,213,255451,8532840
Sun King,213,368431,12010865
Sweet Soul Sister,213,212009,6889883
Earth Mofo,213,282200,9204581
Break on Through,214,149342,4943144
Soul Kitchen,214,215066,7040865
The Crystal Ship,214,154853,5052658
Twentienth Century Fox,214,153913,5069211
Alabama Song,214,200097,6563411
Light My Fire,214,428329,13963351
Back Door Man,214,214360,7035636
I Looked At You,214,142080,4663988
End Of The Night,214,172695,5589732
Take It As It Comes,214,137168,4512656
The End,214,701831,22927336
Roxanne,215,192992,6330159
Can't Stand Losing You,215,181159,5971983
Message in a Bottle,215,291474,9647829
Walking on the Moon,215,302080,10019861
Don't Stand so Close to Me,215,241031,7956658
"De Do Do Do, De Da Da Da",215,247196,8227075
Every Little Thing She Does is Magic,215,261120,8646853
Invisible Sun,215,225593,7304320
Spirit's in the Material World,215,181133,5986622
Every Breath You Take,215,254615,8364520
King Of Pain,215,300512,9880303
Wrapped Around Your Finger,215,315454,10361490
Don't Stand So Close to Me '86,215,293590,9636683
Message in a Bottle (new classic rock mix),215,290951,9640349
Time Is On My Side,216,179983,5855836
Heart Of Stone,216,164493,5329538
Play With Fire,216,132022,4265297
Satisfaction,216,226612,7398766
As Tears Go By,216,164284,5357350
Get Off Of My Cloud,216,176013,5719514
Mother's Little Helper,216,167549,5422434
"19th Nervous Breakdown",216,237923,7742984
Paint It Black,216,226063,7442888
Under My Thumb,216,221387,7371799
Ruby Tuesday,216,197459,6433467
Let's Spend The Night Together,216,217495,7137048
Intro,217,49737,1618591
You Got Me Rocking,217,205766,6734385
Gimmie Shelters,217,382119,12528764
Flip The Switch,217,252421,8336591
Memory Motel,217,365844,11982431
Corinna,217,257488,8449471
Saint Of Me,217,325694,10725160
Wainting On A Friend,217,302497,9978046
Sister Morphine,217,376215,12345289
Live With Me,217,234893,7709006
Respectable,217,215693,7099669
Thief In The Night,217,337266,10952756
The Last Time,217,287294,9498758
Out Of Control,217,479242,15749289
Love Is Strong,218,230896,7639774
You Got Me Rocking,218,215928,7162159
Sparks Will Fly,218,196466,6492847
The Worst,218,144613,4750094
New Faces,218,172146,5689122
Moon Is Up,218,222119,7366316
Out Of Tears,218,327418,10677236
I Go Wild,218,264019,8630833
Brand New Car,218,256052,8459344
Sweethearts Together,218,285492,9550459
Suck On The Jugular,218,268225,8920566
Blinded By Rainbows,218,273946,8971343
Baby Break It Down,218,249417,8197309
Thru And Thru,218,375092,12175406
Mean Disposition,218,249155,8273602
Walking Wounded,219,277968,9184345
Temptation,219,205087,6711943
The Messenger,219,212062,6975437
Psychopomp,219,315559,10295199
Sister Awake,219,343875,11299407
The Bazaar,219,222458,7245691
Save Me (Remix),219,396303,13053839
Fire In The Head,219,306337,10005675
Release,219,244114,8014606
Heaven Coming Down,219,241867,7846459
The River (Remix),219,343170,11193268
Babylon,219,169795,5568808
Waiting On A Sign,219,261903,8558590
Life Line,219,277786,9082773
Paint It Black,219,214752,7101572
Temptation,220,205244,6719465
Army Ants,220,215405,7075838
Psychopomp,220,317231,10351778
Gyroscope,220,177711,5810323
Alarum,220,298187,9712545
Release,220,266292,8725824
Transmission,220,317257,10351152
Babylon,220,292466,9601786
Pulse,220,250253,8183872
Emerald,220,289750,9543789
Aftermath,220,343745,11085607
I Can't Explain,221,125152,4082896
"Anyway, Anyhow, Anywhere",221,161253,5234173
My Generation,221,197825,6446634
Substitute,221,228022,7409995
I'm A Boy,221,157126,5120605
Boris The Spider,221,149472,4835202
Happy Jack,221,132310,4353063
Pictures Of Lily,221,164414,5329751
I Can See For Miles,221,262791,8604989
Magic Bus,221,197224,6452700
Pinball Wizard,221,181890,6055580
The Seeker,221,204643,6736866
Baba O'Riley,221,309472,10141660
Won't Get Fooled Again (Full Length Version),221,513750,16855521
Let's See Action,221,243513,8078418
"5.15",221,289619,9458549
Join Together,221,262556,8602485
Squeeze Box,221,161280,5256508
Who Are You (Single Edit Version),221,299232,9900469
You Better You Bet,221,338520,11160877
Primavera,222,126615,4152604
Chocolate,222,194690,6411587
Azul Da Cor Do Mar,222,197955,6475007
O Descobridor Dos Sete Mares,222,262974,8749583
Até Que Enfim Encontrei Você,222,105064,3477751
Coroné Antonio Bento,222,131317,4340326
New Love,222,237897,7786824
Não Vou Ficar,222,172068,5642919
Música No Ar,222,158511,5184891
Salve Nossa Senhora,222,115461,3827629
Você Fugiu,222,238367,7971147
Cristina Nº 2,222,90148,2978589
Compadre,222,171389,5631446
Over Again,222,200489,6612634
Réu Confesso,222,217391,7189874
O Que Me Importa,223,153155,4977852
Gostava Tanto De Você,223,253805,8380077
Você,223,242599,7911702
Não Quero Dinheiro,223,152607,5031797
Eu Amo Você,223,242782,7914628
A Festa Do Santo Reis,223,159791,5204995
I Don't Know What To Do With Myself,223,221387,7251478
Padre Cícero,223,139598,4581685
Nosso Adeus,223,206471,6793270
Canário Do Reino,223,139337,4552858
Preciso Ser Amado,223,174001,5618895
Balanço,223,209737,6890327
Preciso Aprender A Ser Só,223,162220,5213894
Esta É A Canção,223,184450,6069933
Formigueiro,223,252943,8455132
Comida,224,322612,10786578
Go Back,224,230504,7668899
Prá Dizer Adeus,224,222484,7382048
Família,224,218331,7267458
Os Cegos Do Castelo,224,296829,9868187
O Pulso,224,199131,6566998
Marvin,224,264359,8741444
Nem 5 Minutos Guardados,224,245995,8143797
Flores,224,215510,7148017
Palavras,224,158458,5285715
Hereditário,224,151693,5020547
A Melhor Forma,224,191503,6349938
Cabeça Dinossauro,224,37120,1220930
"32 Dentes",224,184946,6157904
Bichos Escrotos (Vinheta),224,104986,3503755
Não Vou Lutar,224,189988,6308613
Homem Primata (Vinheta),224,34168,1124909
Homem Primata,224,195500,6486470
Polícia (Vinheta),224,56111,1824213
Querem Meu Sangue,224,212401,7069773
Diversão,224,285936,9531268
Televisão,224,293668,9776548
Sonifera Ilha,225,170684,5678290
Lugar Nenhum,225,195840,6472780
Sua Impossivel Chance,225,246622,8073248
Desordem,225,213289,7067340
Não Vou Me Adaptar,225,221831,7304656
Domingo,225,208613,6883180
Amanhã Não Se Sabe,225,189440,6243967
Caras Como Eu,225,183092,5999048
Senhora E Senhor,225,203702,6733733
Era Uma Vez,225,224261,7453156
Miséria,225,262191,8727645
Insensível,225,207830,6893664
Eu E Ela,225,276035,9138846
Toda Cor,225,209084,6939176
É Preciso Saber Viver,225,251115,8271418
Senhor Delegado/Eu Não Aguento,225,156656,5277983
Battlestar Galactica: The Story So Far,226,2622250,490750393
Occupation / Precipice,227,5286953,1054423946
"Exodus, Pt. 1",227,2621708,475079441
"Exodus, Pt. 2",227,2618000,466820021
Collaborators,227,2626626,483484911
Torn,227,2631291,495262585
A Measure of Salvation,227,2563938,489715554
Hero,227,2713755,506896959
Unfinished Business,227,2622038,528499160
The Passage,227,2623875,490375760
The Eye of Jupiter,227,2618750,517909587
Rapture,227,2624541,508406153
Taking a Break from All Your Worries,227,2624207,492700163
The Woman King,227,2626376,552893447
A Day In the Life,227,2620245,462818231
Dirty Hands,227,2627961,537648614
Maelstrom,227,2622372,514154275
The Son Also Rises,227,2621830,499258498
"Crossroads, Pt. 1",227,2622622,486233524
"Crossroads, Pt. 2",227,2869953,497335706
Genesis,228,2611986,515671080
Don't Look Back,228,2571154,493628775
One Giant Leap,228,2607649,521616246
Collision,228,2605480,526182322
Hiros,228,2533575,488835454
Better Halves,228,2573031,549353481
Nothing to Hide,228,2605647,510058181
Seven Minutes to Midnight,228,2613988,515590682
Homecoming,228,2601351,516015339
Six Months Ago,228,2602852,505133869
Fallout,228,2594761,501145440
The Fix,228,2600266,507026323
Distractions,228,2590382,537111289
Run!,228,2602602,542936677
Unexpected,228,2598139,511777758
Company Man,228,2601226,493168135
Company Man,228,2601101,503786316
Parasite,228,2602727,487461520
A Tale of Two Cities,229,2636970,513691652
"Lost (Pilot, Part 1) [Premiere]",230,2548875,217124866
"Man of Science, Man of Faith (Premiere)",231,2612250,543342028
Adrift,231,2564958,502663995
"Lost (Pilot, Part 2)",230,2436583,204995876
The Glass Ballerina,229,2637458,535729216
Further Instructions,229,2563980,502041019
Orientation,231,2609083,500600434
Tabula Rasa,230,2627105,210526410
Every Man for Himself,229,2637387,513803546
Everybody Hates Hugo,231,2609192,498163145
Walkabout,230,2587370,207748198
...And Found,231,2563833,500330548
The Cost of Living,229,2637500,505647192
White Rabbit,230,2571965,201654606
Abandoned,231,2587041,537348711
House of the Rising Sun,230,2590032,210379525
I Do,229,2627791,504676825
Not In Portland,229,2637303,499061234
Not In Portland,229,2637345,510546847
The Moth,230,2631327,228896396
The Other 48 Days,231,2610625,535256753
Collision,231,2564916,475656544
Confidence Man,230,2615244,223756475
Flashes Before Your Eyes,229,2636636,537760755
Lost Survival Guide,229,2632590,486675063
Solitary,230,2612894,207045178
What Kate Did,231,2610250,484583988
Raised By Another,230,2590459,223623810
Stranger In a Strange Land,229,2636428,505056021
The 23rd Psalm,231,2610416,487401604
All the Best Cowboys Have Daddy Issues,230,2555492,211743651
The Hunting Party,231,2611333,520350364
Tricia Tanaka Is Dead,229,2635010,548197162
Enter 77,229,2629796,517521422
Fire + Water,231,2600333,488458695
Whatever the Case May Be,230,2616410,183867185
Hearts and Minds,230,2619462,207607466
Par Avion,229,2629879,517079642
The Long Con,231,2679583,518376636
One of Them,231,2698791,542332389
Special,230,2618530,219961967
The Man from Tallahassee,229,2637637,550893556
Exposé,229,2593760,511338017
Homecoming,230,2515882,210675221
Maternity Leave,231,2780416,555244214
Left Behind,229,2635343,538491964
Outlaws,230,2619887,206500939
The Whole Truth,231,2610125,495487014
...In Translation,230,2604575,215441983
Lockdown,231,2610250,543886056
One of Us,229,2638096,502387276
Catch-22,229,2561394,489773399
Dave,231,2825166,574325829
Numbers,230,2609772,214709143
D.O.C.,229,2616032,518556641
Deus Ex Machina,230,2582009,214996732
S.O.S.,231,2639541,517979269
Do No Harm,230,2618487,212039309
Two for the Road,231,2610958,502404558
The Greater Good,230,2617784,214130273
"""?""",231,2782333,528227089
Born to Run,230,2618619,213772057
Three Minutes,231,2763666,531556853
Exodus (Part 1),230,2620747,213107744
"Live Together, Die Alone, Pt. 1",231,2478041,457364940
Exodus (Part 2) [Season Finale],230,2605557,208667059
"Live Together, Die Alone, Pt. 2",231,2656531,503619265
Exodus (Part 3) [Season Finale],230,2619869,197937785
Zoo Station,232,276349,9056902
Even Better Than The Real Thing,232,221361,7279392
One,232,276192,9158892
Until The End Of The World,232,278700,9132485
Who's Gonna Ride Your Wild Horses,232,316551,10304369
So Cruel,232,349492,11527614
The Fly,232,268982,8825399
Mysterious Ways,232,243826,8062057
Tryin' To Throw Your Arms Around The World,232,232463,7612124
Ultraviolet (Light My Way),232,330788,10754631
Acrobat,232,270288,8824723
Love Is Blindness,232,263497,8531766
Beautiful Day,233,248163,8056723
Stuck In A Moment You Can't Get Out Of,233,272378,8997366
Elevation,233,227552,7479414
Walk On,233,296280,9800861
Kite,233,266893,8765761
In A Little While,233,219271,7189647
Wild Honey,233,226768,7466069
Peace On Earth,233,288496,9476171
When I Look At The World,233,257776,8500491
New York,233,330370,10862323
Grace,233,330657,10877148
The Three Sunrises,234,234788,7717990
Spanish Eyes,234,196702,6392710
Sweetest Thing,234,185103,6154896
Love Comes Tumbling,234,282671,9328802
Bass Trap,234,213289,6834107
Dancing Barefoot,234,287895,9488294
Everlasting Love,234,202631,6708932
Unchained Melody,234,294164,9597568
Walk To The Water,234,289253,9523336
Luminous Times (Hold On To Love),234,277760,9015513
Hallelujah Here She Comes,234,242364,8027028
Silver And Gold,234,279875,9199746
Endless Deep,234,179879,5899070
A Room At The Heartbreak Hotel,234,274546,9015416
"Trash, Trampoline And The Party Girl",234,153965,5083523
Vertigo,235,194612,6329502
Miracle Drug,235,239124,7760916
Sometimes You Can't Make It On Your Own,235,308976,10112863
Love And Peace Or Else,235,290690,9476723
City Of Blinding Lights,235,347951,11432026
All Because Of You,235,219141,7198014
A Man And A Woman,235,270132,8938285
Crumbs From Your Table,235,303568,9892349
One Step Closer,235,231680,7512912
Original Of The Species,235,281443,9230041
Yahweh,235,262034,8636998
Discotheque,236,319582,10442206
Do You Feel Loved,236,307539,10122694
Mofo,236,349178,11583042
If God Will Send His Angels,236,322533,10563329
Staring At The Sun,236,276924,9082838
Last Night On Earth,236,285753,9401017
Gone,236,266866,8746301
Miami,236,293041,9741603
The Playboy Mansion,236,280555,9274144
If You Wear That Velvet Dress,236,315167,10227333
Please,236,302602,9909484
Wake Up Dead Man,236,292832,9515903
Helter Skelter,237,187350,6097636
Van Diemen's Land,237,186044,5990280
Desire,237,179226,5874535
Hawkmoon 269,237,382458,12494987
All Along The Watchtower,237,264568,8623572
I Still Haven't Found What I'm Looking for,237,353567,11542247
Freedom For My People,237,38164,1249764
Silver And Gold,237,349831,11450194
Pride (In The Name Of Love),237,267807,8806361
Angel Of Harlem,237,229276,7498022
Love Rescue Me,237,384522,12508716
When Love Comes To Town,237,255869,8340954
Heartland,237,303360,9867748
God Part II,237,195604,6497570
The Star Spangled Banner,237,43232,1385810
Bullet The Blue Sky,237,337005,10993607
All I Want Is You,237,390243,12729820
Pride (In The Name Of Love),238,230243,7549085
New Year's Day,238,258925,8491818
With Or Without You,238,299023,9765188
I Still Haven't Found What I'm Looking For,238,280764,9306737
Sunday Bloody Sunday,238,282174,9269668
Bad,238,351817,11628058
Where The Streets Have No Name,238,276218,9042305
I Will Follow,238,218253,7184825
The Unforgettable Fire,238,295183,9684664
Sweetest Thing,238,183066,6071385
Desire,238,179853,5893206
When Love Comes To Town,238,258194,8479525
Angel Of Harlem,238,230217,7527339
All I Want Is You,238,591986,19202252
Sunday Bloody Sunday,239,278204,9140849
Seconds,239,191582,6352121
New Year's Day,239,336274,11054732
Like A Song...,239,287294,9365379
Drowning Man,239,254458,8457066
The Refugee,239,221283,7374043
Two Hearts Beat As One,239,243487,7998323
Red Light,239,225854,7453704
Surrender,239,333505,11221406
"""40""",239,157962,5251767
Zooropa,240,392359,12807979
Babyface,240,241998,7942573
Numb,240,260284,8577861
Lemon,240,418324,13988878
"Stay (Faraway, So Close!)",240,298475,9785480
Daddy's Gonna Pay For Your Crashed Car,240,320287,10609581
Some Days Are Better Than Others,240,257436,8417690
The First Time,240,225697,7247651
Dirty Day,240,324440,10652877
The Wanderer,240,283951,9258717
Breakfast In Bed,241,196179,6513325
Where Did I Go Wrong,241,226742,7485054
I Would Do For You,241,334524,11193602
Homely Girl,241,203833,6790788
Here I Am (Come And Take Me),241,242102,8106249
Kingston Town,241,226951,7638236
Wear You To The Ball,241,213342,7159527
(I Can't Help) Falling In Love With You,241,207568,6905623
Higher Ground,241,260179,8665244
Bring Me Your Cup,241,341498,11346114
C'est La Vie,241,270053,9031661
Reggae Music,241,245106,8203931
Superstition,241,319582,10728099
Until My Dying Day,241,235807,7886195
Where Have All The Good Times Gone?,242,186723,6063937
Hang 'Em High,242,210259,6872314
Cathedral,242,82860,2650998
Secrets,242,206968,6803255
Intruder,242,100153,3282142
(Oh) Pretty Woman,242,174680,5665828
Dancing In The Street,242,225985,7461499
Little Guitars (Intro),242,42240,1439530
Little Guitars,242,228806,7453043
Big Bad Bill (Is Sweet William Now),242,165146,5489609
The Full Bug,242,201116,6551013
Happy Trails,242,65488,2111141
Eruption,243,102164,3272891
Ain't Talkin' 'bout Love,243,228336,7569506
Runnin' With The Devil,243,215902,7061901
Dance the Night Away,243,185965,6087433
And the Cradle Will Rock...,243,213968,7011402
Unchained,243,208953,6777078
Jump,243,241711,7911090
Panama,243,211853,6921784
Why Can't This Be Love,243,227761,7457655
Dreams,243,291813,9504119
When It's Love,243,338991,11049966
Poundcake,243,321854,10366978
Right Now,243,321828,10503352
Can't Stop Loving You,243,248502,8107896
Humans Being,243,308950,10014683
Can't Get This Stuff No More,243,315376,10355753
Me Wise Magic,243,366053,12013467
Runnin' With The Devil,244,216032,7056863
Eruption,244,102556,3286026
You Really Got Me,244,158589,5194092
Ain't Talkin' 'Bout Love,244,230060,7617284
I'm The One,244,226507,7373922
Jamie's Cryin',244,210546,6946086
Atomic Punk,244,182073,5908861
Feel Your Love Tonight,244,222850,7293608
Little Dreamer,244,203258,6648122
Ice Cream Man,244,200306,6573145
On Fire,244,180636,5879235
Neworld,245,105639,3495897
Without You,245,390295,12619558
One I Want,245,330788,10743970
From Afar,245,324414,10524554
Dirty Water Dog,245,327392,10709202
Once,245,462837,15378082
Fire in the Hole,245,331728,10846768
Josephina,245,342491,11161521
Year to the Day,245,514612,16621333
Primary,245,86987,2812555
Ballot or the Bullet,245,342282,11212955
How Many Say I,245,363937,11716855
Sucker Train Blues,246,267859,8738780
Do It For The Kids,246,235911,7693331
Big Machine,246,265613,8673442
Illegal I Song,246,257750,8483347
Spectacle,246,221701,7252876
Fall To Pieces,246,270889,8823096
Headspace,246,223033,7237986
Superhuman,246,255921,8365328
Set Me Free,246,247954,8053388
You Got No Right,246,335412,10991094
Slither,246,248398,8118785
Dirty Little Thing,246,237844,7732982
Loving The Alien,246,348786,11412762
Pela Luz Dos Olhos Teus,247,119196,3905715
A Bencao E Outros,247,421093,14234427
Tudo Na Mais Santa Paz,247,222406,7426757
O Velho E Aflor,247,275121,9126828
Cotidiano N 2,247,55902,1805797
Adeus,247,221884,7259351
Samba Pra Endrigo,247,259265,8823551
So Por Amor,247,236591,7745764
Meu Pranto Rolou,247,181760,6003345
Mulher Carioca,247,191686,6395048
Um Homem Chamado Alfredo,247,151640,4976227
Samba Do Jato,247,220813,7357840
"Oi, La",247,167053,5562700
"Vinicius, Poeta Do Encontro",247,336431,10858776
Soneto Da Separacao,247,193880,6277511
